I had to leave my girlfriend for 4 weeks because of my studies. This happens frequently. The last 24 hours before my departure are always very depressing.,sadness
When I stayed in the house of friends I washed my face and wanted to dry it with a towel. This towel seemed to have been used over a long time already. It smelled indefinably awful.,disgust
A friend of mine has not very much money. Therefore once I stayed with him and his girlfriend I bought some meat but nobody wanted to go and prepare it for dinner. My friend said I thought you wanted to invite us for dinner. Of course I said but I thought by myself that it must have been enough that I had bought it.,shame
It happened when I still went to school: I got closer to a girl but I considered it only as an affair. Only much later I realized how painful this must have been for the girl.,guilt
When I was informed that a short story I had written had been accepted for publication.,joy
Some friends and I were crossing a street when one of my friends was seized by a car and thrown aside. I had seen the car coming in our direction but I did not have enough time to react and prevent the accident.,fear
I wanted to clear up a misunderstanding with a friend that I had caused. A third person meddled in our conversation turned my efforts to ridicule so that I did not succeed in what I had intended.,anger
Death of my grandmother.,sadness
In school I had difficulties mith mathematics. When I had to work for an examination I really felt disgusted.,disgust
I played in a stage play. Suddenly in front of 200 people I could not remember the words I had to say.,shame
One night I did not come home without telling my parents and I did not want to speak about it afterwards. My mother cried. I had a bad conscience and felt guilty.,guilt
After 3 weeks I saw my girlfriend again.,joy
One evening in the tramway I was afraid of two drunk men molesting my girlfriend and me.,fear
I went singing with a group of young people on January 6th (The three Magi) a local custom called star singing. One of the girls my girlfriend broke the star. Being the accompanying person I felt very angry thinking of the consequences.,anger
When the grandmother of my friend died in a hospital. My friend was crying and I was sad too.,sadness
I saw a physically handicapped young man whose spittle ran out of his mouth while speaking.,disgust
It was in a group situation: suddenly it was my turn to say something,shame
but I felt that I was not able to express myself very well I felt ashamed and blushed.,shame
My girlfriend's results in school had become worse because I prevented her from learning (we often went out etc.).,guilt
I went shopping with my parents my father payed everything for me I was very glad.,joy
When I was a child I heard the floor cracking and I thought there was a burglar in our house; I hid under the blanket and trembled.,fear
During a lecture a colleague who did not know anything about the subject got on my nerves asking silly questions.,anger
When my grandfathers died and I realized how much I would miss them.,sadness
During a football game another player who was perspiring very strongly ran into me.,disgust
I tried to pass an examination particularly well but I did it worse than ever. I felt ashamed.,shame
During the military service I lost a part of an equipment; I accused another person and he was rebuked and punished.,guilt
At a choral concert I appeared as a solist. The concert5 was very good I forgot all the hard work that had been done before. There remained only an undescribable joy and a feeling of warmth security etc.,joy
I am a cantor I sing psalms in church. Several weeks ago I had to sing too but the organist did not tell me in time. As I did not know the psalm I was afraid and said that I could not sing.,fear
During the Christmas holdidays I wanted to invite my brother his girlfriend and their child for dinner. When I said to my brother's girlfriend that I would like them to come at my place for dinner she refused and never mentioned it again as if I had never asked her.,anger
Several years ago my brother died in an accident. When I heard about it I was very sad. It took years until I resigned myself to it.,sadness
I read a book about the situation in SouthAfrica about the terrible violations of human rights. I was disgusted with the white population.,disgust
My P.T. instructor also works as a masseur. He wanted to massage me therefore I had to undress. For the first few times this was not easy for me; I got gradually used to it.,shame
Some time ago I took the driving test. I did answer the theoretical questions very well but I failed the practical driving test. It was my fault because I had not enough practice.,guilt
When my brother came back home after staying in hospital. He had undergone an operation which had been a matter of life or death. When he came home I could see him smile for the first time after may weeks.,joy
After a short stay in Marocco we missed the ferryboat back to Spain and we had to look for an accomodation. By chance we met a man who offered to take us to a camping site. While I was sitting in his car I was terribly afraid because I had heard of people being robbed in Marocco.,fear
After an exhausting day I came home and wanted to take a bath to relax. My father wanted to take a bath first and when he had finished after an hour there was no hot water left for me.,anger
I met some nice people during my holdidays. When they left I knew that I would never see them again.,sadness
A drunk man attacked his wife and wanted to humiliate her by insulting her. Then he turned violent and started to beat her in front of her child. She left it happen without saying a word in order not to make things worse. I watched the scene and tried to calm the man but without success. Just because he was stronger we had to comply. From that day I detested him.,disgust
For a medical checkup we boys and girls had to take off our clothes with the exception of our underwear. Then we had to go into another classroom where older pupils were sitting and staring at us.,shame
I allowed my little brother to clean the bathroom in his own way. My mother came and saw the floor overflowed with water slapped my brother in the face and told him to go to bed immediately.,guilt
One day I did not feel very well and I wanted to talk to somebody. A friend invited me for dinner and I was very glad.,joy
I was driving my car and it was very misty. It was in the night and I was alone in my car. I felt totally insecure nervous and overstrained.,fear
My mother treated me unjustly as if I was a little child. I said mean things. I was unable to defend myself adequately.,anger
When my uncle died whom I had loved very much. I was very sad and I felt totally helpless.,sadness
I watched the news at the TV it was a commentary about Hainburg. I felt disgusted when I heard members of the union speak about the situation.,disgust
I took the tram without paying. There were many people around me when I was caught by a controller. I felt ashamed but also angry.,shame
I behaved in a nasty manner towards a friend I said things which I could have said in a more friendly way. After that I felt guilty.,guilt
A friend of mine often had difficulties with her parents. Once she had a child she had a better relationship with them.,joy
Once our school class went skiing. On a steep slope a boy standing behind me lost his balance fell down and drew me with him. I slided down the whole slope. At about 1 m distance from a tree I could stop.,fear
It happened in a tram: some older people started to grumble about the young people just because I had not immediately left my seat to them.,anger
When I was younger I was very good in apparatus gymnastics. I always won in competitions but once I was only at the fourth place.,sadness
A friend was assaulted by a young man on her way home.,disgust
Some men were talking about me and my sister.,shame
During my holidays I had a boyfriend who turned away from me outwardly. Therefore I danced with another man and raised certain hopes in him. After a while I had to explain to him the circumstances,guilt
I received a letter and a Christmas present from a person I had not seen for two years.,joy
I was at home alone and my mother had asked me to heat the house. I put too much fuel into the stove. It began to glow and there was a noise in the whole house as if it was going to explode.,fear
At the end of my holiday job I got less money than was due to me and nobody mentioned anything about that.,anger
My little cat which I had raised all by myself hanged itself when playing in the garden.,sadness
At school a classmate who was a very good pupil had to help another boy who performed less well. He told him on purpose the wrong things so that he had to repeat a year.,disgust
When I was a child I played my mother a nasty trick to make her feel hurt.,shame
I had promised my friend to take her to an important appontment but I was late. So she missed the opportunity to get a wellpayed holiday job.,guilt
I have a boyfriend and I am very fond of him. When we had our 11months jubilee I had forgotten it. But he gave me a red rose.,joy
When I was a child I was afraid of big dogs. One day when I came home a big dog was laying in front of our door. I was so frightened that I did not dare to enter the door and I waited until somebody passed by.,fear
I share my small flat with my friend. On her birthday we could not see each other until evening because we had to stay at the University all day. In the evening I left a lecture before it finished to be able to buy flowers for her. When I was at home she called me to tell me that she would stay the night with her boyfriend.,anger
When I was a child I had a grassparakeet I liked very much. His legs were crippled so that he could not move very fast. Once I came into the room did not notice him and stepped on him. A few days later he died.,sadness
When I was younger I often saw my father come home drunk (he had big problems at that time). Once he woke me up in the middle of the night and shouted at me.,disgust
At school I was bad in mathematics. Although my teacher had admonished me to do my homework one day I had forgotten to do it. When my teacher noticed it I blushed and was ashamed to be rebuked in front of the other pupils.,shame
When I was a child I often quarrelled with my younger sister. Once I became so angry that I slapped her in the face. She cried and shouted so that my mother came in and scolded me.,guilt
After a weekend at a seminar I saw my husband again. I hurried home hoping he would be there. We embraced I enjoyed feeling his body.,joy
One evening I stayed at home all alone. As we lived on the ground floor I was often afraid of burglers.,fear
One day when riding on a bicycle path a car coming from the opposite direction forced me to get off my bike although I had the priority.,anger
My father died unexpectedly at the age of 53 years. He certainly would have liked to live longer. I was also said because I was confronted with the fact that I would die one day too.,sadness
One day when I was twelve years old my brother took some slimy substance swimming on the surface of a pot of vinegar made of cider and threatened to throw it at me.,disgust
When I was ten years old a classmate laughed at me because I had told him that my father had retired.,shame
I felt guilty because I had not accomplished a thing as well as I had wanted to.,guilt
A party with friends on New Year's Eve.,joy
When I was hitchhiking and I went with a man who drived like a madman.,fear
I was in Hainburg in December and I was angry about the politicians and the police.,anger
I met again a very good friend after a year and realized that there had grown a certain distance between us.,sadness
When I listened to a conversation of friends talking about the power of money.,disgust
When my grandmother died at her funeral.,sadness
I read about a monk who had been murdered and put into a barrel which was filled with blood of pigs.,disgust
I went for a walk with a very close friend; we were talking about our problems I told her lies.,shame
I had to tell a collegue the time for an appointment with another collegue. I told her the wrong time it was obviously my fault.,guilt
I went to buy a bicycle with my father. When I wanted to pay my father took his purse and payed.,joy
My mother had fallen down from a ladder when she had been gathering cherries. Her back was hurt. Just when I arrived I saw people of the lifesaving service giving her medical care.,fear
I was waiting behind a car which was going to leave the parking place because I wanted to park my car there. Because of uncoming traffic I had to wait for a short time another driver placed his car on the place.,anger
My partner left me after we had been together for a long time.,sadness
At a discussion a friend took a faschistic view what I had not expected.,disgust
At a weekend's seminar my trousers suddenly burst therefore I was prevented from participating in several activities.,shame
When I was driving my motorbike I went into a bend incautiously and fell down. I was slightly hurt the motorbike was slightly damaged.,guilt
Before Christmas I got to know a girl but our relationshop could not consolidate before the holiday. Therefore it was a big surprise to get a carefully handmade present from her. Our relationship grew closer.,joy
When I was a child I fell into a cellar (when playing) and could be freed only with big difficulties.,fear
I was angry about several drivers who showed an aggressive and dangerous driving habit.,anger
When my grandmother died. I had a very deep relation to her (I lived with her for several years).,sadness
Some time ago a girl tried to make me up without any action of my part. She used all possible means. Although I behaved refusingly she did not give up for a longer time.,disgust
When I went to the sauna for the first time and there were men and women.,shame
When I was parking my car I was not cautious and bumped into another car. I caused considerable damage. The driver of the other car was very angry and I let him insult me because I felt guilty.,guilt
A person whom I had not seen for a long time called me and invited me for a party.,joy
When I was walking on the street a group of drunk bawling young people approached.,fear
When I was househunting: Another person got a flat that I would have liked too because he heaped a floot of words on the letter.,anger
When my grandmother died.,sadness
When I shoplifted a pair of earrings from Coles and my Mum caught me with them in my bag.,guilt
When my mother was tremendous on the phone and we talked for hours. She was in a good mood.,joy
When I saw a good male friend unexpectedly after a year as I've just returned from overseas. I was feeling tired looking a mess and nervous.,fear
When I wanted to talk to someone I liked and whom I have been told likes me (by his brother and even by himself) however he avoids any confrontation and is vague.,anger
After having left the company of someone who gave me a lot of support and made me laugh found myself alone for days on end.,sadness
When a boy had continued to use foul language and swearing in front of a group of my friends.,disgust
When I was about seven or eight I was caught having stolen a doll's dress from my nextdoor neighbour.,shame
Feeling guilt after greed buying chocolate and pigging out to the point of feeling sick especially as I am fat.,guilt
When planning to marry.,joy
No really strong such emotion. Just falling off to sleep when I caught sight of a 5 cm diameter spider crawling onto the pillow beside me.,fear
My feelings towards wouldbe inlaws for their participation in recent broken relationship.,anger
Recent breakup of seriors longterm relationship helped along by wouldbe inlaws.,sadness
No very strong such emotion. Treatment of my sister by her dancing instructor he is a user i.e. takes advantage of her good nature.,disgust
After failing a second attempt at Med 4 following a number of difficult personal circumstances.,shame
Failure to complete medical course as a result of failing fourth year twice.,guilt
When Wayne and Sue (close friends) were announced our guardians at ther wedding.,joy
Car accident nearly occurred between us and drunk driver coming in opposite direction it missed us by approx 1 m and collided (after rolling twice midair) into nearby scrub.,fear
When boyfriend lied to me.,anger
When my boyfriend took me to his father's grave.,sadness
On boat trip saw mother giving young child (aprox 67 years) cigarettes.,disgust
When harassed by this boy it was sexual (refer to GUILT).,shame
When in grade 3 late home from school every day for weeks because of harassment from a grade 7 boy I lied to mother about why I was home late.,guilt
Getting a parttime job.,joy
Small car accident. Black ice on the road cars in front of us started zigzagging and so did we. Car in front did a 180¦ turn we followed and ended up in a gully.,fear
People hunting animals.,anger
When my grandfather was sick and died I felt more sad though when he was sick.,sadness
People spitting in railway stations.,disgust
Falling over.,shame
Eating too much I felt guilty afterwards because I knew I shouldn't have overeaten as I'm putting on too much weight.,guilt
When my last year's second semester results came through I was ecstatic.,joy
I was sleeping in my room but woke in the middle of the night to think I could hear noises and see shadows moving. I felt that someone was in the house.,fear
At school a couple of years ago a socalled acquaintance told lies about me to a teacher I was told about it by friends who overheard the conversation.,anger
My grandfather died. He lived almost as a recluse not caring for himself as well as he should Dad and we all helped as much as we could but it didn't save him from himself. It was an unexpected death. His second de facto wife was lucky she wasn't jailed.,sadness
In my penultimate job I was responsible of a sections with several employers after several years of dedication I was dismissed by a new chef saying that I was incompetent.,sadness
I assisted to a scene where the police attacked a person that didn't have his documents. The savagery was too much and the attacked person bleeded to much.,disgust
In a party of friends I got completely drunk.,shame
Once in my homes yard I was plaing football with my cousin and in a certain quick the ball went on uncontrolled putting down a birdcage killing it.,guilt
When I get something that seemed very hard like getting a job a boyfriend etc. A specific sutuations was when I started to date a boy whom I liked for a long time.,joy
When I had to assume a position which I didn't expect.,fear
When I was dismissed unjustly from the firm where I worked because there where persons that didn't have problems and wouldn't miss in the jobs they occupied if they were dismissed.,anger
I felt very sad when I had to give up something that by right was mine and although I didn't get it a kind of suvenir that people don't give you the right to have.,sadness
The acts of brutal violence in generally disgusts me. Fights phisical aggrssion etc.,disgust
I felt ashamed when in a certain occasion I had to read a text and didn't stop stuttering.,shame
When I was reproved eighth grade of high school.,guilt
When I talked with a teacher yesterday who to say the least was rude and unwise and had irrelevant opinions about a friend.,anger
The loss of the woman who loved me most till today.,sadness
In a sexual experience with an unknown woman where after the sexual act I only could go away without looking backwards.,disgust
When I wanted to kiss a friend and didn't succeed I felt shame.,shame
On a telephone talk where I was agressive and stupid without the least reason or better motive.,guilt
When I succeed in writing something I felt and doing it I felt well and very happy for being able to express to myself something that was suffocating me.,joy
When I crashed my car.,fear
When in a difficult moment I couldn't express myself correctly and my thought came out with distortions bringing about highly negative and distorted results.,anger
When I heard about the death of somebody I liked very much and I was not present either to see the person or to try to share my emotions with other friends.,sadness
When I saw a woman subjugated by money and not being able to hide how she hated herself for not having the will power to get out of such a situation because it was convenient according to what she told me.,disgust
When somebody suddenly said something (about me) at a wrong moment and I didn't agree (at that exact moment I was needing an extremely positive word).,shame
When my mother surprised me while masturbating.,shame
I forgot to water the flowers in our flat and was rebuked by my friends who share the flat with me.,guilt
After my final examination at school I was glad that the examination was over and that I had passed it.,joy
When I was a child I had a nightmare. At that time I was not yet able to tell anybody about it so I was very frightened. I could not explain myself all that and I had to deal with it by myself.,fear
I was angry with a person who behaved terribly at a ball offending her relatives.,anger
When my grandfather died. When I heard about his death I had a bad feeling in my stomach and I felt as if I had lost something very precious.,sadness
My brother caught a spider and let his frog eat it.,disgust
Once I spoke without thinking very much it was quite a nonsense.,shame
I was not sure whether I should help an old woman going down a flight of stairs. I just watched her and saw how difficult it was for her to do it.,guilt
For about one year I had a rather bad relation with my father. Last Christmas Eve he invited me to stay withhim and I was very glad about it. It was a fine evening.,joy
I live outside Graz so I have to go by bus. One day I went home from the bus stop alone. It was dark I had to go through a forest and there was a dark figure behind me. I was very frightened.,fear
My sister had promised to help me to do a translation from English into German. But the day I needed her she told me that she was busy I was very angry.,anger
Several years ago my mother died. She had been ill for a long time but nevertheless her death came unexpectedly. I did not and I still do not want to believe that it is true.,sadness
I have a horror of spiders and snakes. On a walk through the wood I saw the body of a slowworm (without the head).,disgust
I came home from a party rather drunk. I said things I would never have said normally. Next morning I was terribly ashamed about what I had said.,shame
An accident happened to my little cousin because I had not taken enough care of her. She fell on the floor and her hands were hurt.,guilt
I had a little cat which was very sick. As I liked it very much I went to a veterinary with it. He told me how to tend it and it really recovered its health. Everybody said that I had saved its life.,joy
When I was a child I had a terrible nightmare with St. Nicholas' Devil Servant. I asked my mother if he really existed and she said yes. The following nights I could not sleep and a light had to be left turned on.,fear
As I usually do not start learning until a short time before an examination I once made up my mind to try to work for a longer time. But once again I did not do it and got a bad mark.,anger
A friend told me about his cousin who is my girlfriend. He said she had treated him in a mean and nasty way. I was surprised because in front of other people she had always treated him in a friendly way. I am very sad about it.,sadness
I went out with my sister her boyfriend and his friend. I did not like this young man. But suddenly he overcame me and kissed me. He was very strong so that I could not defend myself.,disgust
During the oral part of my final examination I made a mistake in speaking so that all the teachers laughed at me.,shame
There was a time when I did not get on well with my sister. I always grumbled at her and said bad things about her to my mother. So my mother always scolded her.,guilt
When I passed my final examination at school.,joy
When I was on a cave excursion with friends I suddenly lost them and was afraid of losing my way in the cave.,fear
When I felt being treated unjustly by a teacher.,anger
When my grandmother died; I had a stronger relation to her than to my mother.,sadness
When I was molested by an old drunk man.,disgust
When I had a Latin examination in school.,shame
When I had drunk too much and nearly got an alcohol poisoning.,guilt
When I met my girlfriend again in another town after a long separation.,joy
When I went home alone early in the morning I had to go through a wood.,fear
A friend was unpunctual we wanted to prepare ourselves for an examination.,anger
When my grandparents moved to another part of the town.,sadness
At the butcher's I saw an animal which had just been slaughtered; blood was dripping on the floor.,disgust
In school I was very bad in running long distances and my classmates laughed at me for this reason.,shame
I had to take care of my little brother. When I met a friend I did not pay attention to him for a certain time and he was hurt while he was playing.,guilt
On my birthday an old friend of mine sent me a card. I had not met him for a year and I was very glad that he had thought of me.,joy
Once I spent a night with a friend at the secondary school. We told each other horror stories and suddenly we heard uncanny noises. I was terribly frightened.,fear
When we still attended school my brother and I usually went to see our aunt and to show her our term's report. She rewarded us with money. Although my reports were as good as my brother's he got more money.,anger
My friend was pregnant but lost her child during the second month. I went to see her at hospital she was crying. I felt very sorry for her.,sadness
When I attended school our class visited an institution for mentally and physically handicapped persons. Although I tried to control my feelings I was disgusted.,disgust
After a party I spent the night with a friend. We both were drunk the morning was disillusioning. A friend was me leaving the room and I felt shabby and immoral.,shame
I had to take care of a neighbour's child. I did not look after it all the time and the child fell down and was hurt. I felt guilty.,guilt
A very good friend of mine had been away for three months. When we met again we ran up to each other and embraced.,joy
One evening my father told me to go into the cellar and get him a beer. I was terribly frightened at the idea of a man sitting in the cellar and assaulting me. For my defence I took an empty bottle with me.,fear
I had stolen a bottle of rum from a person who knows me well. He threatened to call the police if I did not pay 500 Shillings.,anger
When my uncle died I saw a funeral for the first time. All people stood around the open grave and cried.,sadness
At a party I met a girl who drew me to her told me some nonsense and always wanted to kiss me.,disgust
I put my head into the pullover of a girl to see her breasts. The girl looked at me so that I felt ashamed.,shame
My uncle had promised to buy me a bicycle. As time went by and I had not received it yet I asked my father to buy it for me. Later I heard that my uncle had wanted to offer me the bicycle on my birthday two weeks later.,guilt
Several days after my final examination at school I was sitting in an airplane on my way to Greece. I enjoyed that moment very much.,joy
One night I was lying in my bed awake but I had my eyes closed. I saw figures with terrible faces and black frocks bending over me and touching me. I opened my eyes but I could still see them. I had the feeling that somebody was in the room. It was terrible. Only when I turned on the light I was able to go to sleep.,fear
I had arranged with a friend to go with him to Carinthia by car. We had arranged a place where to meet. I was a bit late and my friend had left already. I had no money to go by train. I nearly started to cry because I was so angry it was very important for me to go to Carinthia.,anger
Our dog had to be shot because he had killed a roe. I liked him very much and so I could not resign myself to that. I hated the hunter who shot him.,sadness
I was sitting in a stationhall and watching a lavatory attendant. She was very dirty. She started to eat something out of a dirty cup it must have been something like lard. Then she took some breadcrumbs out of the pockets of her apron and ate them. I had to leave I felt like vomitting.,disgust
I had to go to the doctor's because of a veneral disease. I told the doctor that I must have been infected by my boyfriend. This was not true but I was ashamed to tell the truth.,shame
When we were playing I hurt my little sister but towards my mother I did not admit that it was my fault.,guilt
My neighbour was not able to set his car in motion because it had snowed heavily. I helped him he was thankful and invited me.,joy
I was skiing with friends and they wanted to skijump. I did not want to be left behind so I braced myself and followed them.,fear
At an examination I got a bad mark just because of a small mistake. When I went to the lector and wanted to talk about that he did not listen to me but sent me away.,anger
My cut was run over by a car. After searching for a long time I found her lying in a kerb. I was rather shocked and angry with the driver.,sadness
When I watched a report about El Salvador on TV I saw people who had been murdered by terrible methods.,disgust
At a crosscountry race I wanted to take a shortcut (which is not allowed). I was caught and disqualified. All my friends had observed that.,shame
During a discussion I reacted very aggressively and so I made it impossible to continue discussing.,guilt
On my birthday I got a present that I had desired for a long time.,joy
When I am discussing something with a person and I realize that the other person is thinking over her own argumentations instead of listening I become angry.,anger
When we were on holidays my girlfriend had to leave me after 4 weeks and I had to stay in Turkey for some more weeks because I had a job there.,sadness
I studied medicine for several semesters. I was always disgusted when we had the dissectingcourse. I cannot understand why some persons like this course.,disgust
Some time ago we had a tournament in our tennisclub. For tactical reasons I was chosen to play against a much weaker player than I am. Although it would have been enough simply to win the game I defeated him extremely. This would not have been necessary.,shame
I had a discussion with my girlfriend. After some time we started to quarrel and at least to get the upper hand I said that she was not as important to me as she might believe. Some time later I apologized for that.,guilt
On New Year's Eve I went in a disco with friends. I amused myself and got to know many other people.,joy
I had to go to the dentist's. When he touched my tooth with his drill I was terribly aftaid of the pain I would feel any moment.,fear
I was very hungry and just wanted to start eating when a friend called me who usually talks for a long time. I was angry because I was prevented from eating.,anger
My sister whom I like very much asked me for a favour which I refused her for some flimsy reason. Some time later I felt sorry for that and something like sadness.,sadness
On my way to a concert I went with a man who tried to molest me. At that moment I did not care much but now the impression fills me with disgust.,disgust
I asked my friend to come with me to a disco because I wanted to be with a person I know well. But when I amused myself with others I let my friend sit alone although I had asked her to come.,shame
I called my little sister to make her pick up her toy from the floor. When she still refused after I had asked her for the fourth time we began to quarrel. At last the whole family was involved in this quarrel and trouble was brewing.,guilt
I had a singinglesson but I was not very good. The last exercise was singing scales. I did that very well and my teacher seemed satisfied.,joy
A teacher wanted to instill a certain opinion and a certain behaviour into myself what I refused. I was afraid when I saw him.,fear
A friend had promised to call me at a certain time. I expected his call impatiently but in vain.,anger
Years ago on Christmas Eve I felt very sad because I realized for the first time how I missed my father who had died at Christmas Years ago.,sadness
A man whom I like was drunk and tried to molest me.,disgust
It was the time when everybody spoke about and discussed Hainburg. I was also asked for my opinion. I was ashamed because I had no firm view of the whole thing and therefor was not able to join the conversation.,shame
I was on a concerttour and therefor seperated from my boyfriend. But I needed warmth which was given by a male member of the orchestra. My feelings towards him were not very deep but his feelings were. I felt guilty when he said I am not a radiator.,guilt
,guilt
,guilt
On my 18th birthday I passed the drivingtest. I was glad because I had had to study very much because I had been lucky and because as a proof that it was really difficult not everybody had passed the test.,joy
At about midnight I had to go by bike through Graz alone. On the whole it was a distance of several kilometers. A car followed me through the streets. Only when I went into a oneway street the car disappeared. The rest of my way home I was very afraid.,fear
I had studied for almost one week for my physicsexamination. With difficulty I passed the examn. I was angry about the teacher and also about myself because I had not remembered enough during the examn and because the time that I spent studying was wasted.,anger
I had cared for a horse for 2 years. One day it was sold and I cried for several days because I was so sad.,sadness
A friend of mine was telling jokes which I felt to be very disgusting especially because I was eating.,disgust
At a carnevalparty I smooched with a man some days later I was rather ashamed for that.,shame
By fun I had a tussle with my sister. Suddenly I obviously hurt her unintentionally and she ran out of the room crying.,guilt
During my first week in Graz I met a girl who I had got to know in the train from Amsterdam to Graz. Although I had considered her very sympathetic we had seperated without changing our adresses.,joy
Many years ago I saw the film Psycho by Hitchcock for the first time. When I saw the film I was alone and afterwards I hardly dared to go to bed and hardly was able to sleep.,fear
I had got a bad cold. My father said I must be crazy to go by motorbike at those temperatures. When I answered him that I did not care about a cold he said that if I did not care for anything I could leave him (it was for the second time he said something like that).,anger
I was at home alone when I realized that a young roe approached our house. I hid because I did not want to frighten it. It limped. Some time later when I thought that it had already run away I saw it lying on our terrace. I came nearer and saw that it was terribly wounded. I informed the ranger who said that the roe must have been attacked by dogs. He had to shoot it.,sadness
Several years ago I stayed with friends in the mountains for one week. We lived in a hut and had to cook for ourselves. One day my friend did not succeed in preparing spaghetti. That dinner was terrible nevertheless we all ate rather much and had an improper and unsavoury conversation.,disgust
My mother and my grandmother were talking about one of my grandmother's friends whom I hardly know. I gave some deprecatory comments on him whereupon my grandmother told me that the man had died recently.,shame
When I still went to primaryschool I went on a skitrip with my family. After skiing we went to a restaurant for lunch. Suddenly my father said that he had forgotten something in the car. He gave me the key and asked me to go and get it. I had difficulties with the key which was already bent. I asked my mother to help me. When she tried to turn the key it broke. We had no second key. My mother was blamed for all that and I did not say a word.,guilt
I had not studied very much for my final examination at school so I had to take an additional examination in French. The oral examination was not very hard for me the more I was glad when I heard that I had passed it.,joy
When I was 8 years old my tonsils had to be operated on. This is not a complicated operation but just before it started I was very afraid so that I will never forget it.,fear
My parents are divorced father pays alimony for me. Two years ago my sister who lives with father suddenly asked mother for money. As she considered the amount of money my mother offered her too small she brought an action against mother. I was terribly angry with my sister.,anger
I arranged with a friend to go skating the next day. He asked me to wake him up by telephone at twelve o'clock because we had come home late in the morning. Next day I called him he was not at home. As something like that had happened to me several times before I came to the conclusion that one cannot rely on anybody and I felt very sad.,sadness
Whenever I see a spider or a snake I feel disgusted.,disgust
When I had slept with a boy for the first time I felt ashamed for three reasons. First because I was only 13 years old second because I did not really like him third because he had caught me napping.,shame
I had been together with my boyfriend for two and a half years when he got to know another girl and not even tried to conceal that from me. I drew my conclusions and left him I also felt a bit guilty for what had happened.,guilt
My boyfriend told me that he would take me to the training of the lifesaving dogs.,joy
I was in a dark cellar and saw a glowing red point. I thought that it was a person with a cigarette but it was only the red switch.,fear
A man treated his dog very badly he insulted and beated him until the dog kept lying on the floor with his tail drawn in.,anger
A horse which I had liked very much was taken away.,sadness
On TV I saw a report about church in Amerika. A priest was shown who was performing miracles in front of the camera I felt disgusted.,disgust
When I was a child my uncle came to see us. I spit at him and ran out I do not know the reason for that. My father came after me and insisted on my apologizing.,shame
I quarreled with my boyfriend. He said it was unfair that I always started crying so that he had to give in.,guilt
To be able to prepare myself better for an important examination I did not spend the nitht with my girlfriend but in the students' hostel. I had not done that for months. The day when I had the examn somebody knocked at my door at seven o'clock in the morning. My girlfriend who likes sleeping late had come to be able to be with me.,joy
I studied medicine for several semesters and at that time I developed a great fear of examinations. I was most afraid of my examination of anatomy. While other students were examined I was dissecting. I was able to hear everything and was waiting with fear until it was my turn.,fear
When I come home in the evening the first thing I do is to sit down and smoke a cigarette. One day I found the flat in a totally desolate state. My girlfriend had wanted to tidy up but had not finished.,anger
My son's mother told me that she wanted to move to Vienna and take the child with her. This means a rather long distance for me. My whole family was sad and dumbfounded so that my own feelings were intensified.,sadness
When a very near person got into an awkward situation but showed only helplessness and indecision.,disgust
I spent an evening with my girlfriend. When we wanted to go to bed I was totally drunk. Next morning I felt rather ashamed.,shame
I threw away an object which belonged to a friend because I did not know what to do with it. My friend was very sad about that and I felt guilty.,guilt
After a long time I saw my boyfriend again.,joy
My first public appearance in front of a rathe big audience.,fear
I was angry about how the government acted concerning Hainburg especially when I saw a discussion about it on TV.,anger
Death of my father; he died of laryngeal cancer.,sadness
When I got indecent offers.,disgust
When I bought new skis; I was ashamed to tell the assistant that I am not good at skiing and therefor bought racing skis.,shame
My schoolmates were teasing a pupil who was not able to defend himself very well; I should have taken his part.,guilt
I thought that I had failed an examination but when I was informed about the mark I saw that I had passed it.,joy
Before an examination: I had the fealing that I had not learned enough.,fear
Once when I was playing table tennis I was already sure that I would win but at last I lost the game.,anger
My grandfather's funeral.,sadness
In cinema I saw a film which showed how a person was torn out his guts when he was still alive.,disgust
I was sitting in a restaurant with friends. They asked me something which they thought I should know. Actually I know it but at that time I was not able to remember it.,shame
I had an appointment with a friend. I promised him to meet with him but at last I did not without having informed him.,guilt
When I had a psychical crisis I met a girl who told me that she had had almost the same problems and how she had finally overcome them.,joy
I had climbed on a cherry tree alone and there was a thick caterpillar beside my fingers. I feel disgusted by caterpillars and snakes. I was terribly afraid of the caterpillar crawling on my fingers. Out of the fear I was almost unable to climb down.,fear
A friend of mine told other people that I was a slattern (because of an occurence that had happened some time ago). When I heard about that I was very angry.,anger
My grandfather was seriously ill he had only a few days left to live. I had always loved him but never told him. When I saw him for the last time I had the feeling that I had omitted so many things I could not do again. There was a fly sitting on his forehead and he was too weak to drive it away. I was very sad when I saw that.,sadness
Normally my father never tells vulgar jokes we do not speak about sexual things too. But once he told such a vulgar joke that I was really disgusted. He did not tell me but some of his friends but I was present.,disgust
When I was 6 or 7 years old I pulled down the trousers of a friend because I wanted to know what she looked like. My mother watched that and (as a punishment) sent me into the house. We never spoke about that; I think it was as embarassing for her as it was for me.,shame
When I told my boyfriend who loved me very much that I wanted to put an end to our relationship. a long time before I told him that and also a long time after that I felt guilty because I had hurt him so much.,guilt
Unexpectedly I met some persons who I like very much. Spontaneously they invited me and integrated me within their group although it was late in the evening.,joy
After a footballmatch I went home by car a friend drove. I did not realize that he was drunk until we were in the car. He was madly racing. Several times we were in dangerous situations and I told him to be cautious but he did not care.,fear
